Player;Runs ;NO;Min ;BF ;4s;6s;SR;INNs;Opp;Ground ;Date;
TM Dilshan (SL);0;0;5;0;0;0;-;2;v South Africa;Hambantota;22-Sep-12;
SR Patel (ENG);0;1;2;0;0;0;-;1;v Afghanistan;Colombo (RPS);21-Sep-12;
Tamim Iqbal (BDESH);0;0;3;3;0;0;0;2;v New Zealand;Pallekele;21-Sep-12;
C Kieswetter (ENG);0;0;4;6;0;0;0;1;v Afghanistan;Colombo (RPS);21-Sep-12;
Shafiqullah (AFG);0;0;2;1;0;0;0;2;v England;Colombo (RPS);21-Sep-12;
V Sibanda (ZIM);0;0;7;3;0;0;0;1;v South Africa;Hambantota;20-Sep-12;
E Chigumbura (ZIM);0;0;2;1;0;0;0;1;v South Africa;Hambantota;20-Sep-12;
BRM Taylor (ZIM);0;0;3;1;0;0;0;2;v Sri Lanka;Hambantota;18-Sep-12;
MN Waller (ZIM);0;0;1;2;0;0;0;2;v Sri Lanka;Hambantota;18-Sep-12;
RJ Nicol (NZ);0;0;4;4;0;0;0;1;v India;Chennai;11-Sep-12;
EJG Morgan (ENG);0;1;0;0;0;0;-;2;v South Africa;Manchester;10-Sep-12;
CL White (AUS);0;0;5;4;0;0;0;1;v Pakistan;Dubai (DSC);10-Sep-12;
Shoaib Malik (PAK);0;0;3;3;0;0;0;2;v Australia;Dubai (DSC);10-Sep-12;
Kamran Akmal (PAK);0;0;3;4;0;0;0;2;v Australia;Dubai (DSC);10-Sep-12;
RE Levi (SA);0;0;2;1;0;0;0;1;v England;Manchester;10-Sep-12;
Imran Nazir (PAK);0;0;9;2;0;0;0;1;v Australia;Dubai (DSC);07-Sep-12;
TM Dilshan (SL);0;0;4;1;0;0;0;2;v India;Pallekele;07-Aug-12;
JC Buttler (ENG);0;1;2;0;0;0;-;2;v West Indies;Nottingham;24-Jun-12;
KMDN Kulasekara (SL);0;0;2;4;0;0;0;2;v Pakistan;Hambantota;03-Jun-12;
Mohammad Hafeez (PAK);0;0;1;1;0;0;0;2;v Sri Lanka;Hambantota;01-Jun-12;
Shakeel Ansar (PAK);0;0;1;1;0;0;0;2;v Sri Lanka;Hambantota;01-Jun-12;
SR Watson (AUS);0;0;4;2;0;0;0;2;v West Indies;Bridgetown;30-Mar-12;
DA Warner (AUS);0;0;-;5;0;0;0;2;v West Indies;Gros Islet;27-Mar-12;
Mohammad Hafeez (PAK);0;0;5;1;0;0;0;2;v England;Abu Dhabi;27-Feb-12;
Mohammad Hafeez (PAK);0;0;2;2;0;0;0;2;v England;Dubai (DSC);25-Feb-12;
Umar Akmal (PAK);0;0;2;3;0;0;0;1;v England;Dubai (DSC);23-Feb-12;
SR Patel (ENG);0;0;1;1;0;0;0;2;v Pakistan;Dubai (DSC);23-Feb-12;
NL McCullum (NZ);0;0;4;2;0;0;0;2;v South Africa;Auckland;22-Feb-12;
CA Ingram (SA);0;0;4;2;0;0;0;1;v New Zealand;Wellington;17-Feb-12;
C de Grandhomme (NZ);0;1;2;0;0;0;-;2;v Zimbabwe;Auckland;11-Feb-12;
F Mutizwa (ZIM);0;0;4;3;0;0;0;1;v New Zealand;Auckland;11-Feb-12;
BB McCullum (NZ);0;0;1;1;0;0;0;2;v Zimbabwe;Auckland;11-Feb-12;
SE Marsh (AUS);0;0;1;2;0;0;0;1;v India;Melbourne;03-Feb-12;
MR Marsh (AUS);0;1;1;1;0;0;0;1;v India;Sydney;01-Feb-12;
RG Sharma (INDIA);0;0;2;1;0;0;0;2;v Australia;Sydney;01-Feb-12;
Alok Kapali (BDESH);0;0;4;3;0;0;0;2;v Pakistan;Dhaka;29-Nov-11;
NLTC Perera (SL);0;0;-;2;0;0;0;1;v Pakistan;Abu Dhabi;25-Nov-11;
Umar Akmal (PAK);0;0;-;1;0;0;0;2;v Sri Lanka;Abu Dhabi;25-Nov-11;
AM Rahane (INDIA);0;0;2;3;0;0;0;1;v England;Kolkata;29-Oct-11;
RA Jadeja (INDIA);0;0;1;1;0;0;0;1;v England;Kolkata;29-Oct-11;
CK Coventry (ZIM);0;0;1;2;0;0;0;2;v New Zealand;Harare;17-Oct-11;
DA Warner (AUS);0;0;8;9;0;0;0;1;v South Africa;Johannesburg;16-Oct-11;
JP Duminy (SA);0;0;4;4;0;0;0;2;v Australia;Johannesburg;16-Oct-11;
GC Smith (SA);0;0;5;6;0;0;0;1;v Australia;Cape Town;13-Oct-11;
DA Warner (AUS);0;0;2;1;0;0;0;2;v South Africa;Cape Town;13-Oct-11;
Shakib Al Hasan (BDESH);0;0;1;1;0;0;0;2;v West Indies;Dhaka;11-Oct-11;
CD Barnwell (WI);0;0;1;1;0;0;0;1;v England;The Oval;23-Sep-11;
C Zhuwao (ZIM);0;0;2;1;0;0;0;2;v Pakistan;Harare;16-Sep-11;
AD Hales (ENG);0;0;1;2;0;0;0;2;v India;Manchester;31-Aug-11;
SE Marsh (AUS);0;0;3;3;0;0;0;2;v Sri Lanka;Pallekele;08-Aug-11;
BJ Haddin (AUS);0;0;1;1;0;0;0;2;v Sri Lanka;Pallekele;08-Aug-11;
SR Patel (ENG);0;0;2;3;0;0;0;1;v Sri Lanka;Bristol;25-Jun-11;
DJG Sammy (WI);0;0;2;2;0;0;0;2;v India;Port of Spain;04-Jun-11;
Misbah-ul-Haq (PAK);0;0;1;1;0;0;0;2;v West Indies;Gros Islet;21-Apr-11;
CL White (AUS);0;0;3;2;0;0;0;1;v England;Melbourne;14-Jan-11;
LJ Wright (ENG);0;0;4;2;0;0;0;2;v Australia;Adelaide;12-Jan-11;
JP Duminy (SA);0;0;2;2;0;0;0;2;v India;Durban;09-Jan-11;
JD Ryder (NZ);0;0;6;5;0;0;0;2;v Pakistan;Christchurch;30-Dec-10;
MJ Guptill (NZ);0;0;2;2;0;0;0;2;v Pakistan;Christchurch;30-Dec-10;
DG Brownlie (NZ);0;0;6;5;0;0;0;2;v Pakistan;Christchurch;30-Dec-10;
LRPL Taylor (NZ);0;0;6;3;0;0;0;2;v Pakistan;Christchurch;30-Dec-10;
JD Ryder (NZ);0;0;1;1;0;0;0;1;v Pakistan;Hamilton;28-Dec-10;
Umar Akmal (PAK);0;0;1;1;0;0;0;1;v New Zealand;Auckland;26-Dec-10;
AB de Villiers (SA);0;0;2;3;0;0;0;2;v Pakistan;Abu Dhabi;26-Oct-10;
BRM Taylor (ZIM);0;0;19;5;0;0;0;1;v South Africa;Bloemfontein;08-Oct-10;
LJ Wright (ENG);0;0;1;2;0;0;0;2;v Pakistan;Cardiff;05-Sep-10;
Shahzaib Hasan (PAK);0;0;1;4;0;0;0;1;v Australia;Birmingham;06-Jul-10;
TD Paine (AUS);0;0;2;2;0;0;0;2;v Pakistan;Birmingham;06-Jul-10;
Shahzaib Hasan (PAK);0;0;2;1;0;0;0;1;v Australia;Birmingham;05-Jul-10;
Shahid Afridi (PAK);0;0;1;1;0;0;0;1;v Australia;Birmingham;05-Jul-10;
SR Watson (AUS);0;0;4;2;0;0;0;2;v Pakistan;Birmingham;05-Jul-10;
RG Sharma (INDIA);0;1;1;0;0;0;-;2;v Zimbabwe;Harare;13-Jun-10;
GA Lamb (ZIM);0;0;1;1;0;0;0;1;v India;Harare;12-Jun-10;
AD Mathews (SL);0;1;2;4;0;0;0;2;v New Zealand;Lauderhill;23-May-10;
RJ Nicol (NZ);0;0;1;1;0;0;0;1;v Sri Lanka;Lauderhill;23-May-10;
DPMD Jayawardene (SL);0;0;1;2;0;0;0;2;v New Zealand;Lauderhill;22-May-10;
LE Bosman (SA);0;0;6;3;0;0;0;1;v West Indies;North Sound;20-May-10;
CH Gayle (WI);0;0;7;2;0;0;0;2;v South Africa;North Sound;20-May-10;
JP Duminy (SA);0;0;1;1;0;0;0;1;v West Indies;North Sound;19-May-10;
J Botha (SA);0;0;1;2;0;0;0;1;v West Indies;North Sound;19-May-10;
ADS Fletcher (WI);0;0;12;3;0;0;0;2;v South Africa;North Sound;19-May-10;
N Deonarine (WI);0;0;1;0;0;0;-;2;v South Africa;North Sound;19-May-10;
Misbah-ul-Haq (PAK);0;0;1;0;0;0;-;1;v Australia;Gros Islet;14-May-10;
DA Warner (AUS);0;0;2;2;0;0;0;2;v Pakistan;Gros Islet;14-May-10;
NLTC Perera (SL);0;1;1;0;0;0;-;2;v India;Gros Islet;11-May-10;
CL White (AUS);0;1;1;0;0;0;-;2;v West Indies;Gros Islet;11-May-10;
ST Jayasuriya (SL);0;0;7;5;0;0;0;2;v India;Gros Islet;11-May-10;
N Deonarine (WI);0;0;2;2;0;0;0;1;v Australia;Gros Islet;11-May-10;
WW Hinds (WI);0;1;1;0;0;0;-;1;v India;Bridgetown;09-May-10;
RR Sarwan (WI);0;0;2;1;0;0;0;1;v India;Bridgetown;09-May-10;
DJ Hussey (AUS);0;0;1;1;0;0;0;1;v Sri Lanka;Bridgetown;09-May-10;
Umar Akmal (PAK);0;0;1;1;0;0;0;2;v New Zealand;Bridgetown;08-May-10;
LJ Wright (ENG);0;0;6;2;0;0;0;1;v South Africa;Bridgetown;08-May-10;
JA Morkel (SA);0;0;1;2;0;0;0;2;v England;Bridgetown;08-May-10;
MV Boucher (SA);0;1;1;1;0;0;0;1;v New Zealand;Bridgetown;06-May-10;
Shahid Afridi (PAK);0;0;1;1;0;0;0;1;v England;Bridgetown;06-May-10;
JDP Oram (NZ);0;0;1;2;0;0;0;2;v South Africa;Bridgetown;06-May-10;
Imrul Kayes (BDESH);0;0;2;6;0;0;0;2;v Australia;Bridgetown;05-May-10;
Mohammad Ashraful (BDESH);0;0;5;3;0;0;0;2;v Australia;Bridgetown;05-May-10;
LE Bosman (SA);0;0;6;1;0;0;0;1;v Afghanistan;Bridgetown;05-May-10;
Noor Ali Zadran (AFG);0;0;2;3;0;0;0;2;v South Africa;Bridgetown;05-May-10;
Mohammad Nabi (AFG);0;0;6;5;0;0;0;2;v South Africa;Bridgetown;05-May-10;
CK Coventry (ZIM);0;0;1;2;0;0;0;1;v New Zealand;Providence;04-May-10;
TT Bresnan (ENG);0;1;-;0;0;0;-;1;v West Indies;Providence;03-May-10;
KA Pollard (WI);0;0;-;0;0;0;-;2;v England;Providence;03-May-10;
Harbhajan Singh (INDIA);0;1;1;0;0;0;-;1;v South Africa;Gros Islet;02-May-10;
M Vijay (INDIA);0;0;2;1;0;0;0;1;v South Africa;Gros Islet;02-May-10;
Kamran Akmal (PAK);0;0;1;1;0;0;0;2;v Australia;Gros Islet;02-May-10;
Karim Sadiq (AFG);0;0;4;4;0;0;0;1;v India;Gros Islet;01-May-10;
Mohammad Nabi (AFG);0;0;2;3;0;0;0;1;v India;Gros Islet;01-May-10;
Imrul Kayes (BDESH);0;0;-;2;0;0;0;2;v Pakistan;Gros Islet;01-May-10;
Mahmudullah (BDESH);0;0;-;3;0;0;0;2;v Pakistan;Gros Islet;01-May-10;
ST Jayasuriya (SL);0;1;1;0;0;0;-;1;v New Zealand;Providence;30-Apr-10;
BB McCullum (NZ);0;0;1;4;0;0;0;2;v Sri Lanka;Providence;30-Apr-10;
PJ Ingram (NZ);0;0;3;2;0;0;0;1;v Australia;Christchurch;28-Feb-10;
JDP Oram (NZ);0;0;6;3;0;0;0;1;v Australia;Christchurch;28-Feb-10;
V Sibanda (ZIM);0;0;1;1;0;0;0;1;v West Indies;Port of Spain;28-Feb-10;
T Taibu (ZIM);0;0;6;7;0;0;0;1;v West Indies;Port of Spain;28-Feb-10;
S Matsikenyeri (ZIM);0;0;1;2;0;0;0;1;v West Indies;Port of Spain;28-Feb-10;
BRM Taylor (ZIM);0;0;7;3;0;0;0;1;v West Indies;Port of Spain;28-Feb-10;
ADS Fletcher (WI);0;0;5;2;0;0;0;2;v Zimbabwe;Port of Spain;28-Feb-10;
DM Bravo (WI);0;0;1;1;0;0;0;2;v Zimbabwe;Port of Spain;28-Feb-10;
RS Morton (WI);0;0;1;1;0;0;0;1;v Australia;Sydney;23-Feb-10;
WW Hinds (WI);0;0;3;2;0;0;0;1;v Australia;Sydney;23-Feb-10;
N Deonarine (WI);0;0;1;1;0;0;0;2;v Australia;Hobart;21-Feb-10;
TT Bresnan (ENG);0;0;2;1;0;0;0;1;v Pakistan;Dubai (DSC);20-Feb-10;
Imran Farhat (PAK);0;0;4;2;0;0;0;2;v England;Dubai (DSC);20-Feb-10;
PD Collingwood (ENG);0;0;6;4;0;0;0;2;v Pakistan;Dubai (DSC);19-Feb-10;
Imran Nazir (PAK);0;0;7;5;0;0;0;2;v Australia;Melbourne;05-Feb-10;
Mushfiqur Rahim (BDESH);0;0;1;1;0;0;0;1;v New Zealand;Hamilton;03-Feb-10;
YK Pathan (INDIA);0;0;-;2;0;0;0;2;v Sri Lanka;Nagpur;09-Dec-09;
Abdul Razzaq (PAK);0;0;1;1;0;0;0;1;v New Zealand;Dubai (DSC);13-Nov-09;
JL Denly (ENG);0;0;1;1;0;0;0;1;v South Africa;Johannesburg;13-Nov-09;
MJ Prior (ENG);0;0;3;1;0;0;0;1;v South Africa;Johannesburg;13-Nov-09;
ML Udawatte (SL);0;0;2;1;0;0;0;2;v New Zealand;Colombo (RPS);04-Sep-09;
IJL Trott (ENG);0;1;-;4;0;0;0;2;v Australia;Manchester;30-Aug-09;
DJ Hussey (AUS);0;0;-;2;0;0;0;1;v England;Manchester;30-Aug-09;
JL Denly (ENG);0;0;-;1;0;0;0;2;v Australia;Manchester;30-Aug-09;
Kamran Akmal (PAK);0;0;1;1;0;0;0;1;v Sri Lanka;Colombo (RPS);12-Aug-09;
Mohammad Ashraful (BDESH);0;0;1;1;0;0;0;1;v West Indies;Basseterre;02-Aug-09;
DM Richards (WI);0;0;1;1;0;0;0;2;v Bangladesh;Basseterre;02-Aug-09;
TM Dilshan (SL);0;0;3;5;0;0;0;1;v Pakistan;Lord's;21-Jun-09;
J Mubarak (SL);0;0;3;2;0;0;0;1;v Pakistan;Lord's;21-Jun-09;
KC Sangakkara (SL);0;0;2;2;0;0;0;1;v West Indies;The Oval;19-Jun-09;
XM Marshall (WI);0;0;1;1;0;0;0;2;v Sri Lanka;The Oval;19-Jun-09;
LMP Simmons (WI);0;0;1;2;0;0;0;2;v Sri Lanka;The Oval;19-Jun-09;
DJ Bravo (WI);0;0;1;2;0;0;0;2;v Sri Lanka;The Oval;19-Jun-09;
MV Boucher (SA);0;1;2;0;0;0;-;2;v Pakistan;Nottingham;18-Jun-09;
Shahzaib Hasan (PAK);0;0;5;2;0;0;0;1;v South Africa;Nottingham;18-Jun-09;
ST Jayasuriya (SL);0;0;2;1;0;0;0;1;v New Zealand;Nottingham;16-Jun-09;
YK Pathan (INDIA);0;0;2;2;0;0;0;2;v South Africa;Nottingham;16-Jun-09;
ADS Fletcher (WI);0;0;4;3;0;0;0;2;v England;The Oval;15-Jun-09;
LMP Simmons (WI);0;0;6;1;0;0;0;2;v England;The Oval;15-Jun-09;
JP Duminy (SA);0;0;3;1;0;0;0;1;v West Indies;The Oval;13-Jun-09;
ADS Fletcher (WI);0;0;6;5;0;0;0;2;v South Africa;The Oval;13-Jun-09;
Salman Butt (PAK);0;0;1;3;0;0;0;2;v Sri Lanka;Lord's;12-Jun-09;
Shahid Afridi (PAK);0;0;1;1;0;0;0;2;v Sri Lanka;Lord's;12-Jun-09;
ADS Fletcher (WI);0;0;6;2;0;0;0;2;v India;Lord's;12-Jun-09;
RE van der Merwe (SA);0;0;8;6;0;0;0;1;v New Zealand;Lord's;09-Jun-09;
DA Warner (AUS);0;0;1;3;0;0;0;1;v Sri Lanka;Nottingham;08-Jun-09;
S Chanderpaul (WI);0;1;8;1;0;0;0;2;v Australia;The Oval;06-Jun-09;
SR Watson (AUS);0;0;2;3;0;0;0;1;v West Indies;The Oval;06-Jun-09;
RT Ponting (AUS);0;0;1;1;0;0;0;1;v West Indies;The Oval;06-Jun-09;
Shoaib Malik (PAK);0;1;-;1;0;0;0;2;v Australia;Dubai (DSC);07-May-09;
A Symonds (AUS);0;0;-;1;0;0;0;1;v Pakistan;Dubai (DSC);07-May-09;
AB de Villiers (SA);0;0;5;5;0;0;0;1;v Australia;Centurion;29-Mar-09;
CJ Ferguson (AUS);0;0;2;1;0;0;0;2;v South Africa;Centurion;29-Mar-09;
MEK Hussey (AUS);0;0;2;1;0;0;0;1;v South Africa;Johannesburg;27-Mar-09;
BJ Haddin (AUS);0;0;2;3;0;0;0;1;v South Africa;Johannesburg;27-Mar-09;
AD Mascarenhas (ENG);0;0;6;3;0;0;0;1;v West Indies;Port of Spain;15-Mar-09;
SK Raina (INDIA);0;0;4;4;0;0;0;1;v New Zealand;Wellington;27-Feb-09;
YK Pathan (INDIA);0;0;3;2;0;0;0;1;v New Zealand;Wellington;27-Feb-09;
JDP Oram (NZ);0;0;1;1;0;0;0;2;v India;Wellington;27-Feb-09;
MJ Guptill (NZ);0;0;2;2;0;0;0;2;v Australia;Sydney;15-Feb-09;
VB van Jaarsveld (SA);0;0;2;1;0;0;0;1;v Australia;Brisbane;13-Jan-09;
HH Gibbs (SA);0;0;2;3;0;0;0;2;v Australia;Melbourne;11-Jan-09;
AB de Villiers (SA);0;0;4;4;0;0;0;2;v Australia;Melbourne;11-Jan-09;
Shoaib Khan jnr (PAK);0;0;7;5;0;0;0;1;v Sri Lanka;King City (NW);13-Oct-08;
Younis Khan (PAK);0;0;6;4;0;0;0;1;v Sri Lanka;King City (NW);13-Oct-08;
S Matsikenyeri (ZIM);0;0;1;1;0;0;0;1;v Pakistan;King City (NW);12-Oct-08;
Khalid Latif (PAK);0;0;4;4;0;0;0;2;v Zimbabwe;King City (NW);12-Oct-08;
TM Dilshan (SL);0;0;-;1;0;0;0;1;v Pakistan;King City (NW);11-Oct-08;
DPMD Jayawardene (SL);0;0;-;0;0;0;-;2;v Zimbabwe;King City (NW);10-Oct-08;
DJ Hussey (AUS);0;0;3;2;0;0;0;1;v West Indies;Bridgetown;20-Jun-08;
PG Fulton (NZ);0;0;2;2;0;0;0;1;v England;Manchester;13-Jun-08;
Kamran Akmal (PAK);0;0;5;5;0;0;0;1;v Bangladesh;Karachi;20-Apr-08;
Shakib Al Hasan (BDESH);0;0;1;1;0;0;0;2;v Pakistan;Karachi;20-Apr-08;
CH Gayle (WI);117;;75;57;7;10;205.26;1;v South Africa;Johannesburg;11-Sep-07;
RT Ponting (AUS);98;1;62;55;8;5;178.18;1;v New Zealand;Auckland;17-Feb-05;
DR Martyn (AUS);96;;79;56;7;5;171.42;1;v South Africa;Brisbane;09-Jan-06;
HH Gibbs (SA);90;1;101;55;14;2;163.63;2;v West Indies;Johannesburg;11-Sep-07;
GC Smith (SA);89;1;89;58;11;1;153.44;1;v Australia;Johannesburg;24-Feb-06;
JM Kemp (SA);89;1;68;56;6;6;158.92;2;v New Zealand;Durban;19-Sep-07;
ST Jayasuriya (SL);88;;65;44;11;4;200;1;v Kenya;Johannesburg;14-Sep-07;
Misbah-ul-Haq (PAK);87;1;82;53;3;5;164.15;1;v Bangladesh;Karachi;20-Apr-08;
A Symonds (AUS);85;1;64;46;7;3;184.78;1;v New Zealand;Perth;11-Dec-07;
Nazimuddin (BDESH);81;;-;50;8;5;162;2;v Pakistan;Nairobi (Gym);02-Sep-07;
PD Collingwood (ENG);79;;47;41;5;4;192.68;2;v West Indies;The Oval;28-Jun-07;
KP Pietersen (ENG);79;;41;37;7;4;213.51;1;v Zimbabwe;Cape Town;13-Sep-07;
RT Ponting (AUS);76;;79;53;13;0;143.39;1;v India;Mumbai (BS);20-Oct-07;
G Gambhir (INDIA);75;;76;54;8;2;138.88;1;v Pakistan;Johannesburg;24-Sep-07;
ML Hayden (AUS);73;1;51;48;9;3;152.08;2;v Bangladesh;Cape Town;16-Sep-07;
ME Trescothick (ENG);72;;78;58;9;1;124.13;2;v Sri Lanka;Southampton;15-Jun-06;
GC Smith (SA);71;1;49;40;9;4;177.5;2;v Pakistan;Johannesburg;02-Feb-07;
Junaid Siddique (BDESH);71;;57;49;6;3;144.89;1;v Pakistan;Cape Town;20-Sep-07;
Yuvraj Singh (INDIA);70;;38;30;5;5;233.33;1;v Australia;Durban;22-Sep-07;
V Sehwag (INDIA);68;;59;52;4;3;130.76;1;v England;Durban;19-Sep-07;
ML Hayden (AUS);67;1;61;43;11;1;155.81;2;v England;Cape Town;14-Sep-07;
Misbah-ul-Haq (PAK);66;1;51;42;7;1;157.14;2;v Australia;Johannesburg;18-Sep-07;
JDP Oram (NZ);66;1;56;31;5;6;212.9;2;v Australia;Perth;11-Dec-07;
SB Styris (NZ);66;;46;39;5;3;169.23;2;v Australia;Auckland;17-Feb-05;
DPMD Jayawardene (SL);65;;37;27;9;2;240.74;1;v Kenya;Johannesburg;14-Sep-07;
G Gambhir (INDIA);63;;74;52;6;1;121.15;2;v Australia;Mumbai (BS);20-Oct-07;
Aftab Ahmed (BDESH);62;1;74;49;8;1;126.53;2;v West Indies;Johannesburg;13-Sep-07;
LRPL Taylor (NZ);62;;59;43;3;3;144.18;1;v Sri Lanka;Johannesburg;15-Sep-07;
ML Hayden (AUS);62;;61;47;4;4;131.91;2;v India;Durban;22-Sep-07;
GC Smith (SA);61;;39;43;10;1;141.86;1;v New Zealand;Johannesburg;21-Oct-05;
DS Smith (WI);61;;49;34;7;3;179.41;1;v England;The Oval;28-Jun-07;
CH Gayle (WI);61;;55;37;8;1;164.86;1;v England;The Oval;29-Jun-07;
Mohammad Ashraful (BDESH);61;;43;27;7;3;225.92;2;v West Indies;Johannesburg;13-Sep-07;
ST Jayasuriya (SL);61;;-;44;6;3;138.63;2;v New Zealand;Johannesburg;15-Sep-07;
JDP Oram (NZ);61;;47;40;7;2;152.5;2;v England;Auckland;05-Feb-08;
BRM Taylor (ZIM);60;1;80;45;4;2;133.33;2;v Australia;Cape Town;12-Sep-07;
Imran Nazir (PAK);59;;48;41;3;5;143.9;2;v New Zealand;Cape Town;22-Sep-07;
ML Hayden (AUS);58;1;44;38;7;2;152.63;2;v Sri Lanka;Cape Town;20-Sep-07;
G Gambhir (INDIA);58;;62;41;7;1;141.46;1;v England;Durban;19-Sep-07;
Yuvraj Singh (INDIA);58;;14;16;3;7;362.5;1;v England;Durban;19-Sep-07;
Shoaib Malik (PAK);57;;45;31;4;2;183.87;1;v Sri Lanka;Johannesburg;17-Sep-07;
CD McMillan (NZ);57;;40;31;3;4;183.87;1;v England;Durban;18-Sep-07;
HH Gibbs (SA);56;;46;34;4;4;164.7;1;v Australia;Johannesburg;24-Feb-06;
OA Shah (ENG);55;1;43;35;7;0;157.14;2;v West Indies;The Oval;29-Jun-07;
A Symonds (AUS);54;1;32;26;6;2;207.69;1;v South Africa;Brisbane;09-Jan-06;
PD Collingwood (ENG);54;;43;28;5;3;192.85;1;v New Zealand;Christchurch;07-Feb-08;
LE Bosman (SA);53;1;49;32;5;2;165.62;2;v Pakistan;Johannesburg;02-Feb-07;
ME Trescothick (ENG);53;;56;36;9;0;147.22;1;v Pakistan;Bristol;28-Aug-06;
Misbah-ul-Haq (PAK);53;;46;35;7;1;151.42;2;v India;Durban;14-Sep-07;
Shoaib Malik (PAK);52;1;58;38;4;2;136.84;2;v Australia;Johannesburg;18-Sep-07;
AB de Villiers (SA);52;1;70;45;4;1;115.55;2;v New Zealand;Johannesburg;23-Nov-07;
ST Jayasuriya (SL);51;1;23;23;10;1;221.73;2;v New Zealand;Wellington;22-Dec-06;
MN Samuels (WI);51;;14;26;3;4;196.15;1;v England;The Oval;28-Jun-07;
DS Smith (WI);51;;66;52;6;0;98.07;1;v Bangladesh;Johannesburg;13-Sep-07;
G Gambhir (INDIA);51;;45;33;5;2;154.54;2;v New Zealand;Johannesburg;16-Sep-07;
Younis Khan (PAK);51;;50;35;2;3;145.71;1;v Sri Lanka;Johannesburg;17-Sep-07;
RG Sharma (INDIA);50;1;52;40;7;2;125;1;v South Africa;Durban;20-Sep-07;
RV Uthappa (INDIA);50;;52;39;4;2;128.2;1;v Pakistan;Durban;14-Sep-07;
DL Maddy (ENG);50;;42;31;4;2;161.29;2;v New Zealand;Durban;18-Sep-07;
Imran Nazir (PAK);49;;-;29;4;3;168.96;1;v Bangladesh;Nairobi (Gym);02-Sep-07;
CD McMillan (NZ);48;1;47;25;2;4;192;1;v South Africa;Durban;19-Sep-07;
AC Gilchrist (AUS);48;;36;29;2;5;165.51;1;v England;Sydney;09-Jan-07;
Younis Khan (PAK);48;;-;25;1;4;192;1;v Bangladesh;Nairobi (Gym);02-Sep-07;
RT Ponting (AUS);47;;41;26;3;2;180.76;1;v England;Sydney;09-Jan-07;
BRM Taylor (ZIM);47;;43;39;4;2;120.51;2;v England;Cape Town;13-Sep-07;
OA Shah (ENG);47;;36;35;4;2;134.28;1;v New Zealand;Christchurch;07-Feb-08;
Younis Khan (PAK);47;;38;28;7;0;167.85;1;v Bangladesh;Karachi;20-Apr-08;
JM Kemp (SA);46;1;50;22;5;2;209.09;2;v West Indies;Johannesburg;11-Sep-07;
J Mubarak (SL);46;1;10;13;3;5;353.84;1;v Kenya;Johannesburg;14-Sep-07;
PD Collingwood (ENG);46;;28;26;5;2;176.92;1;v Australia;Southampton;13-Jun-05;
Mohammad Hafeez (PAK);46;;70;40;5;0;115;2;v England;Bristol;28-Aug-06;
DF Watts (SCOT);46;;36;35;9;0;131.42;2;v Pakistan;Durban;12-Sep-07;
AC Gilchrist (AUS);45;;36;28;5;1;160.71;2;v England;Cape Town;14-Sep-07;
BB McCullum (NZ);45;;44;31;9;0;145.16;1;v India;Johannesburg;16-Sep-07;
MS Dhoni (INDIA);45;;39;33;4;1;136.36;1;v South Africa;Durban;20-Sep-07;
CD McMillan (NZ);44;;35;23;1;4;191.3;1;v India;Johannesburg;16-Sep-07;
Nazimuddin (BDESH);43;;-;37;3;2;116.21;2;v Kenya;Nairobi (Gym);01-Sep-07;
AC Gilchrist (AUS);43;;41;28;1;4;153.57;2;v Bangladesh;Cape Town;16-Sep-07;
JA Morkel (SA);43;;27;20;3;4;215;1;v England;Cape Town;16-Sep-07;
VS Solanki (ENG);43;;41;31;5;1;138.7;2;v India;Durban;19-Sep-07;
A Symonds (AUS);43;;37;26;3;2;165.38;2;v India;Durban;22-Sep-07;
Misbah-ul-Haq (PAK);43;;51;38;0;4;113.15;2;v India;Johannesburg;24-Sep-07;
KP Pietersen (ENG);43;;36;23;6;1;186.95;1;v New Zealand;Auckland;05-Feb-08;
L Vincent (NZ);42;;57;37;5;1;113.51;2;v West Indies;Auckland;16-Feb-06;
MN Samuels (WI);42;;23;20;3;3;210;1;v England;The Oval;29-Jun-07;
Shoaib Malik (PAK);42;;-;33;2;3;127.27;2;v Kenya;Nairobi (Gym);04-Sep-07;
SB Styris (NZ);42;;33;31;1;4;135.48;1;v England;Durban;18-Sep-07;
Nazimuddin (BDESH);42;;66;48;0;3;87.5;2;v Pakistan;Karachi;20-Apr-08;
ME Trescothick (ENG);41;;55;37;5;0;110.81;1;v Australia;Southampton;13-Jun-05;
GB Hogg (AUS);41;;35;25;2;3;164;2;v South Africa;Johannesburg;24-Feb-06;
ST Jayasuriya (SL);41;;56;30;4;2;136.66;1;v England;Southampton;15-Jun-06;
S Chanderpaul (WI);41;;34;26;6;0;157.69;1;v England;The Oval;28-Jun-07;
Younis Khan (PAK);41;;42;29;3;2;141.37;1;v Scotland;Durban;12-Sep-07;
GC Smith (SA);41;;53;34;6;0;120.58;2;v Bangladesh;Cape Town;15-Sep-07;
JA Morkel (SA);41;;28;29;3;2;141.37;2;v Bangladesh;Cape Town;15-Sep-07;
NJ Astle (NZ);40;1;42;37;4;1;108.1;2;v Sri Lanka;Auckland;26-Dec-06;
CL White (AUS);40;1;21;20;1;4;200;1;v England;Sydney;09-Jan-07;
V Sehwag (INDIA);40;;24;17;6;2;235.29;2;v New Zealand;Johannesburg;16-Sep-07;
